thai,german,transliteration,pos,tags,lesson,exampleThai,exampleGerman
ประเพณี,Tradition,prapheni,Nomen,"kultur,A2",3,นี่คือประเพณี,Heute benutze ich das Wort Tradition in einem Satz.
ศาสนา,Religion,satsana,Nomen,"kultur,A2",3,นี่คือศาสนา,Heute benutze ich das Wort Religion in einem Satz.
ตลาดนัด,Flohmarkt,talat nat,Nomen,"orte,A2",3,ตลาดนัดเปิดเฉพาะวันเสาร์อาทิตย์,Der Flohmarkt ist nur am Wochenende offen.
ห้างสรรพสินค้า,Einkaufszentrum,hang sap sin kha,Nomen,"orte,A2",3,ห้างสรรพสินค้าใหญ่,Das Einkaufszentrum ist groß.
ทันที,sofort,thanthi,Adverb,"zeit,A2",3,ถ้าถึงแล้วโทรหาฉันทันที,"Ruf mich sofort an, wenn du ankommst."
มกราคม,Januar,makarakhom,Nomen,"zeit,A2",3,ฉันจะเริ่มงานใหม่ในเดือนมกราคม,Ich beginne im Januar eine neue Arbeit.
กุมภาพันธ์,Februar,kumphaphan,Nomen,"zeit,A2",3,เดือนกุมภาพันธ์สั้นกว่าเดือนอื่น,Der Februar ist kürzer als andere Monate.
มีนาคม,März,minakhom,Nomen,"zeit,A2",3,อากาศเริ่มร้อนในเดือนมีนาคม,Im März wird es langsam heiß.
เมษายน,April,mesayon,Nomen,"zeit,A2",3,เราไปเที่ยวทะเลในเดือนเมษายน,Im April fahren wir ans Meer.
พฤษภาคม,Mai,phruesaphakhom,Nomen,"zeit,A2",3,เดือนพฤษภาคมมีวันหยุดหลายวัน,Im Mai gibt es viele Feiertage.
มิถุนายน,Juni,mithunayon,Nomen,"zeit,A2",3,ฝนตกบ่อยในเดือนมิถุนายน,Im Juni regnet es oft.
สิงหาคม,August,singhakhom,Nomen,"zeit,A2",3,เราย้ายบ้านในเดือนสิงหาคม,Wir ziehen im August um.
ตุลาคม,Oktober,tulakhom,Nomen,"zeit,A2",3,ฉันมีสอบใหญ่ในเดือนตุลาคม,Ich habe im Oktober eine große Prüfung.
พฤศจิกายน,November,phruetsachikayon,Nomen,"zeit,A2",3,อากาศเย็นขึ้นในเดือนพฤศจิกายน,Im November wird es kühler.
ธันวาคม,Dezember,thanwakhom,Nomen,"zeit,A2",3,เดือนธันวาคมมีบรรยากาศเทศกาล,Im Dezember ist Feststimmung.
บัตรเครดิต,Kreditkarte,bat khredit,Nomen,"einkaufen,A2",4,คำนี้คือบัตรเครดิต,Ich zahle heute mit Kreditkarte.
ธนบัตร,Banknote,thanabat,Nomen,"finanzen,A2",4,คำนี้คือธนบัตร,Ich habe nur noch einen Geldschein dabei.
เหรียญ,Münze,rian,Nomen,"finanzen,A2",4,คำนี้คือเหรียญ,Für den Automaten brauche ich eine Münze.
เพลง,Lied,phleng,Nomen,"medien,A2",4,คำนี้คือเพลง,Dieses Lied kenne ich schon.
ตรงไป,geradeaus gehen,trong pai,Verb,"verkehr,A2",4,ฉันใช้คำว่าตรงไปบ่อย,Geh geradeaus bis zur Ampel.
เช่า,mieten,chao,Verb,"finanzen,A2",4,ฉันใช้คำว่าเช่าบ่อย,Wir wollen nächstes Jahr eine Wohnung mieten.
มหาวิทยาลัย,Universität,mahawitthayalai,Nomen,"bildung,A2",4,คำนี้คือมหาวิทยาลัย,Meine Schwester studiert an der Universität.
จน,arm,chon,Adjektiv,"finanzen,A2",4,คำนี้คือจน,"Er ist nicht reich, aber auch nicht arm."
ส่วนลด,Rabatt,suan lot,Nomen,"einkaufen,A2",4,คำนี้คือส่วนลด,Mit diesem Rabatt ist es viel günstiger.
หลงทาง,sich verirren,long thang,Verb,"reise,A2",4,เราอาจหลงทางในเมืองใหม่,Wir können uns in einer neuen Stadt verirren.
เปียก,nass,piak,Adjektiv,"eigenschaften,A2",4,เสื้อผ้ายังเปียกอยู่,Die Kleidung ist noch nass.
เสีย,verdorben,sia,Adjektiv,"essen,A2",4,มันเสีย,Es ist verdorben.
กลิ่น,Geruch,klin,Nomen,"sinne,A2",4,นี่คือกลิ่น,Dieser Geruch erinnert mich an Kindheit.
รสชาติ,Geschmack,rotchat,Nomen,"essen,A2",4,นี่คือรสชาติ,Der Geschmack ist heute besonders gut.
หมอก,Nebel,mok,Nomen,"natur,A2",4,นี่คือหมอก,Am Morgen liegt dichter Nebel über der Straße.
อุณหภูมิ,Temperatur,unhaphum,Nomen,"natur,A2",4,นี่คืออุณหภูมิ,Die Temperatur fällt heute Nacht stark.
ชื้น,feucht,chuen,Adjektiv,"wetter,A2",4,มันชื้น,Es ist feucht.
ทะเลสาบ,See,thale sap,Nomen,"natur,A2",4,นี่คือทะเลสาบ,Am See ist es am Abend sehr ruhig.
ถ้ำ,Höhle,tham,Nomen,"natur,A2",4,นี่คือถ้ำ,In der Höhle ist es kühl und dunkel.
ทางด่วน,Autobahn,thang duan,Nomen,"transport,A2",4,นี่คือทางด่วน,Über die Autobahn sind wir schneller angekommen.
ท่าเรือ,Hafen,tha ruea,Nomen,"transport,A2",4,นี่คือท่าเรือ,Wir treffen uns am Hafen um acht.
ผู้โดยสาร,Passagier,phu doisan,Nomen,"transport,A2",4,นี่คือผู้โดยสาร,Alle Passagiere müssen jetzt einsteigen.
อาหารเช้า,Frühstück,ahan chao,Nomen,"essen,A2",4,ฉันกินอาหารเช้า,Ich esse Frühstück.
อาหารกลางวัน,Mittagessen,ahan klang wan,Nomen,"essen,A2",4,ตอนเที่ยงฉันกินอาหารกลางวัน,Mittags esse ich Mittagessen.
อาหารเย็น,Abendessen,ahan yen,Nomen,"essen,A2",4,เย็นนี้เรากินอาหารเย็นด้วยกัน,Heute Abend essen wir Abendessen zusammen.
ตรงเวลา,pünktlich,trong wela,Adjektiv,"zeit,A2",4,เขามาถึงตรงเวลา,Er kommt pünktlich an.
กุญแจ,Schlüssel,gun-jae,Nomen,"Home,A2",4,ฉันลืมกุญแจ,Ich habe den Schlüssel vergessen.
อินเทอร์เณ็ต,Internet,in-thoe-noet,Nomen,"Work,A2",4,อินเทอร์เณ็ตเร็วมาก,Das Internet ist schnell.
ที่อยู่,Adresse,thii-yuu,Nomen,"Basics,A2",4,ที่อยู่ของฉันสงครมหลายคุงเทพ,Meine Adresse ist in Bangkok.
โรงหนัง,Kino,rong-nang,Nomen,"Leisure,A2",4,เราไปโรงหนังนั่ว,Lass uns heute ins Kino gehen.
สวนสาธารณะ,Park,suan-saa-thaa-ra-na,Nomen,"Travel,A2",4,ป่สวนสาธารณะข่างหน้อยกี่คน,Der Park hat viele Bäume.
ห้องนั่งเล่น,Wohnzimmer,hong-nang-len,Nomen,"Home,A2",4,เราดูทีวีหอในห้องนั่งเล่น,Wollen wir fernschauen im Wohnzimmer?
ห้องเรียน,Klassenzimmer,hong-rian,Nomen,"Education,A2",4,วัอะเมื่อจากห้องเรียน,Wann verlasse ich das Klassenzimmer?
สนามกีฬา,Sportplatz,sa-naam-gii-laa,Nomen,"Leisure,A2",4,เราสำกลิกคนในสนามกีฬา,Lass uns auf dem Sportplatz Sport machen.
ของขวัญ,Geschenk,khong khwan,Nomen,"soziales,A2",3,เขาให้ของขวัญวันเกิดฉัน,Er gibt mir ein Geburtstagsgeschenk.
กล้อง,Kamera,klong,Nomen,"technik,A2",4,คำนี้คือกล้อง,Nimm die Kamera für den Ausflug mit.
ดนตรี,Musik,dontri,Nomen,"medien,A2",4,คำนี้คือดนตรี,Musik hilft mir beim Lernen.
กีฬา,Sport,kila,Nomen,"freizeit,A2",4,คำนี้คือกีฬา,Sport ist gut für die Gesundheit.
บัตรประชาชน,Ausweis,bat-pra-chaa-chon,Nomen,"Basics,A2",4,ฉันต้องมีบัตรประชาชน,Ich brauche einen Ausweis.
ปัญหา,Problem,panha,Nomen,"abstrakt,A2",4,คำนี้คือปัญหา,Das Problem lösen wir zusammen.
คำถาม,Frage,khamtham,Nomen,"abstrakt,A2",4,คำนี้คือคำถาม,Hast du noch eine Frage?
คำตอบ,Antwort,khamtop,Nomen,"abstrakt,A2",4,คำนี้คือคำตอบ,Die Antwort ist einfacher als gedacht.
นัดหมาย,Termin,nat-maai,Nomen,"Basics,A2",4,ฉันมีนัดหมายวันพรุ่งนี้,Ich habe morgen einen Termin.
ข่าว,Nachrichten,khao,Nomen,"medien,A2",4,คำนี้คือข่าว,Ich schaue jeden Abend die Nachrichten.
ภาษาเยอรมัน,Deutsch (Sprache),phaa-saa-yoe-ra-man,Nomen,"Education,A2",4,ฉันรักภาษาเยอรมัน,Ich liebe Deutsch.
น้ำตาล,braun,naam-taan,Adjektiv,"Basics,A2",4,มันน้ำตาล,Es ist braun.
ชมพู,rosa,chom-phuu,Adjektiv,"Basics,A2",4,มันชมพู,Es ist rosa.
เทา,grau,thao,Adjektiv,"Basics,A2",4,มันเทา,Es ist grau.
เลี้ยวซ้าย,links abbiegen,liao sai,Verb,"verkehr,A2",4,ฉันใช้คำว่าเลี้ยวซ้ายบ่อย,An der nächsten Kreuzung bieg links ab.
เลี้ยวขวา,rechts abbiegen,liao khwa,Verb,"verkehr,A2",4,ฉันใช้คำว่าเลี้ยวขวาบ่อย,Nach dem Markt bieg rechts ab.
เริ่มต้น,anfangen,roem-ton,Verb,"Basics,A2",4,ฉันเริ่มต้น,Ich fange an.
สำคัญ,wichtig,samkhan,Adjektiv,"eigenschaften,A2",4,เรื่องนี้สำคัญมาก,Diese Sache ist sehr wichtig.
จำเป็น,notwendig,jampen,Adjektiv,"eigenschaften,A2",4,การพักผ่อนเป็นสิ่งจำเป็น,Erholung ist notwendig.
ปลอดภัย,sicher,plodphai,Adjektiv,"eigenschaften,A2",4,ย่านนี้ค่อนข้างปลอดภัย,Diese Gegend ist ziemlich sicher.
ทำกับข้าว,(Thai-)Gerichte kochen,tham-kap-khao,Verb,"Food,A2",4,ฉันทำกับข้าว,Ich koche.
ลืม,vergessen,luem,Verb,"verben,A2",4,ฉันลืมกุญแจที่บ้าน,Ich habe den Schlüssel zu Hause vergessen.
จำ,sich erinnern,jam,Verb,"verben,A2",4,ฉันจำชื่อเขาได้,Ich erinnere mich an seinen Namen.
พบ,treffen,phop,Verb,"Basics,A2",4,ฉันพบ,Ich treffe.
จำต้อง,müssen,jam tong,Modalverb,"grammatik,A2",4,ฉันใช้คำว่าจำต้องบ่อย,Ich muss heute leider länger arbeiten.
อธิบาย,erklären,athibai,Verb,"verben,A2",4,ครูอธิบายบทเรียนชัดเจน,Der Lehrer erklärt die Lektion klar.
แนะนำ,empfehlen/vorstellen,nae-nam,Verb,"Basics,A2",4,ฉันแนะนำ,Ich empfehle/stelle vor.
เตรียม,vorbereiten,triam,Verb,"Basics,A2",4,ฉันเตรียม,Ich bereite vor.
เยี่ยม,besuchen,yiam,Verb,"Basics,A2",4,ฉันเยี่ยม,Ich besuche.
โทรกลับ,zurückrufen,tho-klap,Verb,"Phone,A2",4,ฉันโทรกลับ,Ich rufe zurück.
ส่งข้อความ,Nachricht senden,song-kho-khwaam,Verb,"Phone,A2",4,ฉันส่งข้อความ,Ich sende eine Nachricht.
ถ่ายเอกสาร,kopieren,thaai-eek-ka-saan,Verb,"Work,A2",4,ฉันถ่ายเอกสาร,Ich kopiere.
ซ่อมแซม,reparieren,somsaem,Verb,"haus,A2",4,ฉันใช้คำว่าซ่อมแซมบ่อย,Er repariert heute den kaputten Stuhl.
ชำระเงิน,eine Zahlung leisten / begleichen,cham-ra-ngoen,Verb,"Shopping,A2",4,ฉันชำระเงิน,Ich bezahle.
ขึ้นรถ,einsteigen,khuen-rot,Verb,"Travel,A2",4,ฉันขึ้นรถ,Ich steige ein.
ลงรถ,aussteigen,long-rot,Verb,"Travel,A2",4,ฉันลงรถ,Ich steige aus.
เปลี่ยน,wechseln,plian,Verb,"Basics,A2",4,ฉันเปลี่ยน,Ich wechsle.
ย้าย,umziehen/versetzen,yaai,Verb,"Basics,A2",4,ฉันย้าย,Ich ziehe um/versetze.
เริ่มเรียน,anfangen zu lernen,roem-rian,Verb,"Education,A2",4,ฉันเริ่มเรียน,Ich fange an zu lernen.
หยุดพัก,Pause machen,yut-phak,Verb,"Work,A2",4,ฉันหยุดพัก,Ich mache Pause.
พร้อม,bereit,phrom,Adjektiv,"Basics,A2",4,มันพร้อม,Es ist bereit.
จริง,echt/wirklich,jing,Adjektiv,"Basics,A2",4,มันจริง,Es ist echt/wirklich.
เร็วๆนี้,bald,reo-reo-nii,Adverb,"Basics,A2",4,เร็วๆนี้,bald
ช้าๆ,langsam (bitte),chaa-chaa,Adverb,"Basics,A2",4,ช้าๆ,langsam (bitte)
โต๊ะทำงาน,Schreibtisch,to-tham-ngaan,Nomen,"Work,A2",4,โต๊ะทำงานของฉันสะอาด,Mein Schreibtisch ist sauber.
คีย์บอร์ด,Tastatur,khii-bot,Nomen,"Work,A2",4,ฉันพิมพ์ด้วยคีย์บอร์ด,Ich tippe mit der Tastatur.
เมาส์,Maus (PC),mao,Nomen,"Work,A2",4,เมาส์ไม่ทำงาน,Die Maus funktioniert nicht.
หน้าจอ,Bildschirm,na jo,Nomen,"technik,A2",4,คำนี้คือหน้าจอ,Der Bildschirm ist zu dunkel eingestellt.
เครื่องพิมพ์,Drucker,khrueang-phim,Nomen,"Work,A2",4,เครื่องพิมพ์เสีย,Der Drucker ist kaputt.
ปลั๊กไฟ,Steckdose,plak fai,Nomen,"haus,A2",4,คำนี้คือปลั๊กไฟ,Die Steckdose ist hinter dem Schrank.
สายชาร์จ,Ladekabel,sai chat,Nomen,"technik,A2",4,คำนี้คือสายชาร์จ,Wo ist mein Ladekabel geblieben?
แบตเตอรี่,Batterie,baettoeri,Nomen,"technik,A2",4,คำนี้คือแบตเตอรี่,Die Batterie ist fast leer.
หม้อ,Topf,mo,Nomen,"haushalt,A2",4,คำนี้คือหม้อ,Die Suppe kocht im Topf seit zehn Minuten.
กระทะ,Pfanne,kratha,Nomen,"haushalt,A2",4,คำนี้คือกระทะ,Brate das Gemüse in der Pfanne kurz an.
ร้านสะดวกซื้อ,Minimarkt,raan-sa-duak-sue,Nomen,"Shopping,A2",4,ร้านสะดวกซื้ออยู่ตรงนี้,Der Minimarkt ist gleich hier.
โรงพัก,Polizeiwache,rong-phak,Nomen,"Basics,A2",4,โรงพักอยู่ไกล,Die Polizeiwache ist weit weg.
พิพิธภัณฑ์,Museum,phiphitthaphan,Nomen,"kultur,A2",4,คำนี้คือพิพิธภัณฑ์,Am Sonntag besuchen wir ein Museum.
ห้องสมุด,Bibliothek,hong samut,Nomen,"bildung,A2",4,คำนี้คือห้องสมุด,In der Bibliothek ist es ruhig.
สระว่ายน้ำ,Schwimmbad/Pool,sa-waai-nam,Nomen,"Leisure,A2",4,สระว่ายน้ำเปิดวันจันทร์,Das Schwimmbad ist montags geöffnet.
ส้มตำ,Papayasalat,som-tam,Nomen,"Food,A2",4,ส้มตำเผ็ด,Der Papayasalat ist scharf.
พริก,Chili,phrik,Nomen,"Food,A2",4,พริกแดง,Die Chili ist rot.
กระเทียม,Knoblauch,kra-thiam,Nomen,"Food,A2",4,กระเทียมร้อน,Knoblauch ist warm.
หัวหอม,Zwiebel,hua-hom,Nomen,"Food,A2",4,หัวหอมอ่อน,Die Zwiebel ist zart.
ข้าวโพด,Mais,khao-phot,Nomen,"Food,A2",4,ข้าวโพดนุ่ม,Mais ist zart.
เสื้อกันฝน,Regenjacke,suea-kan-fon,Nomen,"Clothes,A2",4,เสื้อกันฝนสีเขียว,Die Regenjacke ist grün.
กาต้มน้ำ,Wasserkocher,ka tom nam,Nomen,"haushalt,A2",4,คำนี้คือกาต้มน้ำ,Der Wasserkocher ist schon heiß.
ผ้าปูที่นอน,Bettlaken,pha pu thi non,Nomen,"haushalt,A2",4,ฉันซักผ้าปูที่นอนทุกสัปดาห์,Ich wasche das Bettlaken jede Woche.
สำรอง,reservieren/Reserve,samrong,Verb,"reise,A2",4,ฉันสำรองห้องพักล่วงหน้า,Ich reserviere das Zimmer im Voraus.
เลื่อน,verschieben,luean,Verb,"zeit,A2",4,เราต้องเลื่อนการประชุม,Wir müssen das Treffen verschieben.
ยกเลิก,stornieren,yok loek,Verb,"reise,A2",4,ฉันต้องยกเลิกการจอง,Ich muss die Buchung stornieren.
ล่าช้า,verspätet,la cha,Adjektiv,"reise,A2",4,รถไฟมาล่าช้า,Der Zug ist verspätet.
แนะนำทาง,den Weg weisen,naenam thang,Verb,"reise,A2",4,เขาแนะนำทางไปโรงแรม,Er zeigt den Weg zum Hotel.
ใบไม้,Blatt,bai mai,Nomen,"natur,A2",4,ใบไม้ร่วงเต็มสวน,Die Blätter fallen im ganzen Garten.
ต้นไม้,Baum,ton mai,Nomen,"natur,A2",4,หน้าบ้านมีต้นไม้ใหญ่,Vor dem Haus steht ein großer Baum.
ดอกไม้,Blume,dok mai,Nomen,"natur,A2",4,เธอซื้อดอกไม้ให้แม่,Sie kauft Blumen für ihre Mutter.
หญ้า,Gras,ya,Nomen,"natur,A2",4,เด็ก ๆ วิ่งบนหญ้า,Die Kinder laufen über das Gras.
เมล็ด,Samen,malet,Nomen,"natur,A2",4,เราปลูกต้นไม้จากเมล็ด,Wir pflanzen einen Baum aus Samen.
สวนสัตว์,Zoo,suan sat,Nomen,"orte,A2",4,วันอาทิตย์เราไปสวนสัตว์,Am Sonntag gehen wir in den Zoo.
ปลาโลมา,Delfin,pla loma,Nomen,"tiere,A2",4,เด็กชอบดูปลาโลมา,Kinder sehen gerne Delfine.
เต่า,Schildkröte,tao,Nomen,"tiere,A2",4,เต่าเดินช้ามาก,Die Schildkröte läuft sehr langsam.
กระต่าย,Kaninchen,kratai,Nomen,"tiere,A2",4,กระต่ายกินแครอท,Das Kaninchen frisst Karotten.
ไก่งวง,Truthahn,kai nguang,Nomen,"tiere,A2",4,ในฟาร์มมีไก่งวงหลายตัว,Auf dem Bauernhof gibt es viele Truthähne.
เป็ด,Ente,pet,Nomen,"tiere,A2",4,เป็ดว่ายน้ำในบ่อ,Die Ente schwimmt im Teich.
ไก่ชน,Kampfhahn,kai chon,Nomen,"tiere,A2",4,เขาเลี้ยงไก่ชนที่บ้าน,Er hält zu Hause Kampfhähne.
ผีเสื้อ,Schmetterling,phi suea,Nomen,"tiere,A2",4,ผีเสื้อบินรอบดอกไม้,Der Schmetterling fliegt um die Blumen.
ยุง,Mücke,yung,Nomen,"tiere,A2",4,ตอนกลางคืนมียุงเยอะมาก,Nachts gibt es sehr viele Mücken.
แมลงวัน,Fliege,maelang wan,Nomen,"tiere,A2",4,แมลงวันบินเข้าครัว,Eine Fliege fliegt in die Küche.
มด,Ameise,mot,Nomen,"tiere,A2",4,มดเดินเป็นแถวบนโต๊ะ,Die Ameisen laufen in einer Reihe über den Tisch.
ผึ้ง,Biene,phueng,Nomen,"tiere,A2",4,ผึ้งบินรอบดอกไม้,Die Biene fliegt um die Blumen.
แมงมุม,Spinne,maengmum,Nomen,"tiere,A2",4,มีแมงมุมอยู่ที่มุมห้อง,In der Ecke ist eine Spinne.
จระเข้,Krokodil,jorakhe,Nomen,"tiere,A2",4,จระเข้ว่ายน้ำช้ามาก,Das Krokodil schwimmt sehr langsam.
ค้างคาว,Fledermaus,khangkhaw,Nomen,"tiere,A2",4,ตอนเย็นเห็นค้างคาวบิน,Am Abend sieht man Fledermäuse fliegen.
ขยะ,Müll,khaya,Nomen,"natur,A2",4,กรุณาทิ้งขยะลงถัง,Bitte wirf den Müll in den Eimer.
มลพิษ,Verschmutzung,monlapit,Nomen,"natur,A2",4,เมืองใหญ่มีมลพิษมาก,In Großstädten gibt es viel Verschmutzung.
สิ่งแวดล้อม,Umwelt,singwaetlom,Nomen,"natur,A2",4,เราต้องดูแลสิ่งแวดล้อม,Wir müssen die Umwelt schützen.
โยน,werfen,yon,Verb,"verben,A2",4,อย่าโยนขวดลงพื้น,Wirf die Flasche nicht auf den Boden.
จับ,fangen/greifen,chap,Verb,"verben,A2",4,เด็กพยายามจับลูกบอล,"Das Kind versucht, den Ball zu fangen."
ปล่อย,loslassen,ploi,Verb,"verben,A2",4,ค่อย ๆ ปล่อยมือ,Lass langsam los.
ช่วยเหลือ,helfen/unterstützen,chuai luea,Verb,"verben,A2",4,เพื่อนช่วยเหลือฉันมาก,Ein Freund unterstützt mir sehr.
เชื่อ,glauben,chuea,Verb,"verben,A2",4,ฉันเชื่อคำพูดของเขา,Ich glaube seinen Worten.
สงสัย,sich wundern/zweifeln,songsai,Verb,"verben,A2",4,ฉันสงสัยว่าทำไมเขามาช้า,"Ich frage mich, warum er spät kommt."
ป้องกัน,schützen,pongkan,Verb,"verben,A2",4,หน้ากากช่วยป้องกันฝุ่น,Eine Maske schützt vor Staub.
เตือน,warnen/erinnern,tuean,Verb,"verben,A2",4,ช่วยเตือนฉันพรุ่งนี้,Bitte erinnere mich morgen daran.
เงียบ,leise/ruhig,ngiap,Adjektiv,"eigenschaften,A2",4,ห้องนี้เงียบมาก,Dieses Zimmer ist sehr ruhig.
ดัง,laut,dang,Adjektiv,"eigenschaften,A2",4,เพลงนี้ดังเกินไป,Dieses Lied ist zu laut.
พิเศษ,besonders,phiset,Adjektiv,"eigenschaften,A2",4,วันนี้มีเมนูพิเศษ,Heute gibt es ein besonderes Menü.
ธรรมดา,gewöhnlich,thammada,Adjektiv,"eigenschaften,A2",4,วันนี้เป็นวันธรรมดา,Heute ist ein gewöhnlicher Tag.
สะดวก,bequem,saduak,Adjektiv,"eigenschaften,A2",4,รถไฟฟ้าสะดวกมาก,Die U-Bahn ist sehr praktisch.
อันตราย,gefährlich,antarai,Adjektiv,"eigenschaften,A2",4,ถนนนี้อันตรายตอนกลางคืน,Diese Straße ist nachts gefährlich.
เรียบร้อย,ordentlich/fertig,riaproi,Adjektiv,"eigenschaften,A2",4,งานเสร็จเรียบร้อยแล้ว,Die Arbeit ist ordentlich fertig.
นก,Vogel,nok,Nomen,"Animals,A2",5,นกร้องเพลง,Der Vogel singt.
วัว,Kuh,wua,Nomen,"Animals,A2",5,วัวกินหญ้า,Die Kuh isst Gras.
ดีใจ,froh,dii-jai,Adjektiv,"Basics,A2",5,มันดีใจ,Es ist froh.
เสียใจ,traurig,sia-jai,Adjektiv,"Basics,A2",5,มันเสียใจ,Es ist traurig.
กังวล,besorgt,kang-won,Adjektiv,"Basics,A2",5,มันกังวล,Es ist besorgt.
ขอหน่อย,bitte (kurz),kho-noi,Phrase,"Basics,A2",5,ขอหน่อย,bitte (kurz)
ไปทางไหน,wo geht's lang?,pai-thaang-nai,Phrase,"Travel,A2",5,ไปทางไหน,wo geht's lang?
ฉันเข้าใจแล้ว,ich habe verstanden,chan-khao-jai-laeo,Phrase,"Basics,A2",5,ฉันเข้าใจแล้ว,ich habe verstanden
พูดช้าๆ,bitte langsam sprechen,phuut-chaa-chaa,Phrase,"Basics,A2",5,พูดช้าๆ,bitte langsam sprechen
สิบเอ็ด,elf,sip-et,Zahl,"Basics,A2",5,สิบเอ็ด,elf
สิบสอง,zwölf,sip-song,Zahl,"Basics,A2",5,สิบสอง,zwölf
สิบสาม,dreizehn,sip-saam,Zahl,"Basics,A2",5,สิบสาม,dreizehn
สิบสี่,vierzehn,sip-sii,Zahl,"Basics,A2",5,สิบสี่,vierzehn
สิบห้า,fünfzehn,sip-haa,Zahl,"Basics,A2",5,สิบห้า,fünfzehn
สิบหก,sechzehn,sip-hok,Zahl,"Basics,A2",5,สิบหก,sechzehn
สิบเจ็ด,siebzehn,sip-jet,Zahl,"Basics,A2",5,สิบเจ็ด,siebzehn
สิบแปด,achtzehn,sip-paet,Zahl,"Basics,A2",5,สิบแปด,achtzehn
สิบเก้า,neunzehn,sip-gao,Zahl,"Basics,A2",5,สิบเก้า,neunzehn
สามสิบ,dreißig,saam-sip,Zahl,"Basics,A2",5,สามสิบ,dreißig
สี่สิบ,vierzig,sii-sip,Zahl,"Basics,A2",5,สี่สิบ,vierzig
ห้าสิบ,fünfzig,haa-sip,Zahl,"Basics,A2",5,ห้าสิบ,fünfzig
หกสิบ,sechzig,hok-sip,Zahl,"Basics,A2",5,หกสิบ,sechzig
เจ็ดสิบ,siebzig,jet-sip,Zahl,"Basics,A2",5,เจ็ดสิบ,siebzig
แปดสิบ,achtzig,paet-sip,Zahl,"Basics,A2",5,แปดสิบ,achtzig
เก้าสิบ,neunzig,gao-sip,Zahl,"Basics,A2",5,เก้าสิบ,neunzig
หนึ่งร้อย,hundert,nueng-roi,Zahl,"Basics,A2",5,หนึ่งร้อย,hundert
สองร้อย,zweihundert,song-roi,Zahl,"Basics,A2",5,สองร้อย,zweihundert
พันหนึ่ง,eintausend (ausgeschriebene Form),phan-nueng,Zahl,"Basics,A2",5,พันหนึ่ง,tausend
เหนือ,Norden,nuea,Nomen,"Travel,A2",5,ไปเหนือกันได้ไหม,Können wir in den Norden gehen?
ใต้,Süden,tai,Nomen,"Travel,A2",5,ใต้ร้อน,Der Süden ist heiß.
ตะวันออก,Osten,ta-wan-ok,Nomen,"Travel,A2",5,ตะวันออกไกล,Der Osten ist weit weg.
ตะวันตก,Westen,ta-wan-tok,Nomen,"Travel,A2",5,ตะวันตกสวย,Der Westen ist schön.
ข้างหน้า,vorne,khaang-naa,Nomen,"Travel,A2",5,มีรถข้างหน้า,Es gibt ein Auto vorne.
ข้างหลัง,hinten,khaang-lang,Nomen,"Travel,A2",5,นั่งข้างหลัง,Hinten sitzen.
ลมแรง,starker Wind,lom-raeng,Phrase,"Weather,A2",5,ลมแรง,starker Wind
ข้าวสวย,Reis (gekocht),khao-suay,Nomen,"Food,A2",5,ข้าวสวยอร่อย,Der Reis ist lecker.
เส้น,Nudeln (allg.),sen,Nomen,"Food,A2",5,เส้นนุ่ม,Die Nudeln sind weich.
หมี่,Nudeln (thin),mii,Nomen,"Food,A2",5,หมี่ทำเร็ว,Nudeln gehen schnell zu machen.
แครอท,Karotte,khrae-rot,Nomen,"Food,A2",5,แครอทส้ม,Die Karotte ist orange.
ขิง,Ingwer,khing,Nomen,"Food,A2",5,ขิงร้อน,Ingwer ist warm.
ใบกะเพรา,Thai-Basilikum,bai-ga-phrao,Nomen,"Food,A2",5,ใบกะเพราว่า,Thai-Basilikum aromatisch.
น้ำชา,Tee (Getränk),nam-chaa,Nomen,"Food,A2",5,น้ำชาร้อน,Tee ist heiß.
ยาแก้ปวด,Schmerzmittel,yaa-kae-puat,Nomen,"Health,A2",5,ฉันต้องยาแก้ปวด,Ich brauche Schmerzmittel.
แพ้,allergisch sein,phae,Verb,"Health,A2",5,ฉันแพ้,Ich allergisch sein.
อาการ,Symptom,aa-gaan,Nomen,"Health,A2",5,อาการเป็นไง,Wie sind die Symptome?
นัดหมอ,Arzttermin,nat-mo,Nomen,"Health,A2",5,ฉันมีนัดหมอ,Ich habe einen Arzttermin.
ห้องประชุม,Besprechungsraum,hong-pra-chum,Nomen,"Work,A2",5,ห้องประชุมสะอาด,Der Besprechungsraum ist sauber.
ไฟล์,Datei,fai,Nomen,"Work,A2",5,เปิดไฟล์นี้,Öffne diese Datei.
แพ็ก,Packung,phaek,Nomen,"einkaufen,A2",5,คำนี้คือแพ็ก,Nimm bitte eine Packung Milch mit.
ขนาด,Größe,kha-naat,Nomen,"Shopping,A2",5,ขนาด S ได้ไหม,Hast du Größe S?
สีไหน,welche Farbe,sii-nai,Phrase,"Shopping,A2",5,สีไหน,welche Farbe
ลองได้ไหม,kann ich probieren?,long-dai-mai,Phrase,"Shopping,A2",5,ลองได้ไหม,kann ich probieren?
ห้องเดี่ยว,Einzelzimmer,hong-diao,Nomen,"Travel,A2",5,หนึ่งห้องเดี่ยว,"Ein Einzelzimmer, bitte."
ใกล้เคียง,ähnlich,klai khiang,Adjektiv,"eigenschaften,A2",5,สองคำนี้ความหมายใกล้เคียงกัน,Diese zwei Wörter haben eine ähnliche Bedeutung.
